21 3448
52 3488
69 3645
68 3684
49 3837
50 3892
75 3945
79 3968
24 3994
27 4106
98 4125
66 4159
76 4269
19 4357
97 4520
17 4614
81 4642
64 4688
18 4700
31 4894
65 4903
87 4934
43 5057
23 5166
5 5221
30 5256
80 5279
9 5361
26 5470
74 5480
92 5557
2 5786
34 7171
78 7602
6 7710
83 7801
61 7946
90 8099
53 8308
99 8413
71 8415
13 8481
22 8485
45 8512
14 8517
4 8612
86 8613
58 8646
62 8813
16 8913
33 9083
93 9152
36 9219
84 9298
38 9302
42 9319
8 9415
57 9419
12 9532
95 9544
67 9707
11 9730
96 10242
60 10438
39 11129
35 11674
3 11789
41 11803
44 11959
91 12122
29 12213
89 12299
32 12393
15 12438
51 12460
7 12512
1 12548
59 12595
72 12607
40 12604
85 12606
73 12610
54 12607
20 12659
10 12737
55 12768
70 12808
37 12810
0 12847
47 12893
82 12896
56 12940
77 12959
48 13035
25 13145
94 13224
63 13813
28 13846
88 13891
46 13975
