31 325
92 350
49 327
35 348
83 346
64 353
26 349
27 376
70 352
51 329
0 356
62 352
29 354
78 355
43 404
80 389
90 389
71 414
60 389
53 368
75 388
21 413
19 390
69 390
82 392
85 393
11 395
81 396
36 399
55 420
18 397
56 398
89 426
65 400
23 404
32 435
77 435
10 413
28 439
96 427
52 450
88 485
94 487
44 468
20 493
34 495
47 484
68 463
1 490
57 484
12 486
91 525
48 503
66 481
61 504
37 534
14 519
6 509
84 501
46 501
86 552
59 554
95 557
30 557
87 554
13 554
50 580
33 554
25 552
54 575
17 553
63 580
72 576
22 558
97 560
39 567
8 542
74 570
73 600
16 559
38 604
2 581
93 602
45 607
4 563
76 609
41 590
58 582
9 630
42 610
3 625
7 634
98 611
40 638
15 625
67 643
5 621
79 621
24 686
99 687
