5 337
74 333
83 338
47 332
30 335
73 351
24 347
19 346
21 347
90 353
67 367
68 373
1 352
35 384
59 379
2 389
58 389
44 395
56 411
25 413
63 404
18 416
28 420
11 420
93 409
55 411
65 421
95 405
42 421
41 426
13 412
45 430
89 430
39 428
72 410
51 445
91 435
92 446
96 450
77 439
15 482
37 497
62 483
22 481
69 494
82 483
32 486
52 489
94 493
48 505
75 511
66 505
84 510
99 502
3 502
60 500
27 517
29 538
57 539
97 545
31 533
85 554
88 557
53 552
34 563
0 550
54 568
14 566
7 569
87 582
76 579
4 574
12 579
81 583
9 580
20 575
8 572
6 588
78 592
61 598
46 600
26 584
71 601
38 583
98 595
16 592
33 612
49 612
64 617
36 607
86 604
10 617
79 618
43 609
70 623
80 638
23 630
17 632
50 639
40 657
