5 481
61 477
21 486
73 472
65 477
74 467
52 485
98 470
96 484
55 470
70 503
48 534
95 521
39 546
63 551
31 555
23 584
8 572
47 619
18 596
49 595
91 607
32 615
16 624
58 630
0 619
67 617
97 650
36 655
80 663
42 643
68 680
19 704
15 696
38 712
79 714
94 736
59 734
17 727
41 749
88 770
33 770
53 803
85 808
51 817
83 838
78 820
9 866
14 865
24 873
72 886
37 903
22 906
77 897
40 889
44 912
84 913
29 912
30 927
99 948
12 939
6 935
66 962
60 954
27 974
13 995
45 985
86 1003
93 1004
69 1015
46 1031
34 1043
25 1038
87 1062
54 1069
43 1081
56 1091
64 1118
75 1127
90 1136
71 1134
10 1136
11 1150
2 1169
7 1171
62 1178
20 1203
3 1199
1 1200
82 1211
81 1231
76 1242
28 1249
35 1255
26 1264
50 1286
57 1284
92 1349
89 1367
4 1425
