80 3399
28 3552
18 3587
55 3599
17 3748
72 3874
65 3978
87 3997
66 4069
56 4172
21 4181
6 4370
12 4424
7 4497
13 4546
59 4548
1 4548
88 4574
0 4626
25 4689
11 4700
77 4752
44 4759
86 4785
37 4822
73 4834
40 4948
47 5065
84 5086
64 5095
79 5107
51 5173
9 7703
67 7840
71 7854
61 7979
78 8022
36 8038
35 8083
63 8083
38 8180
15 8188
85 8214
20 8229
33 8252
3 8357
54 8388
10 8533
50 8637
83 8788
69 8933
49 9064
42 9100
60 9125
30 9180
43 9292
57 9343
29 9360
26 9394
24 9420
14 9469
46 9496
41 9560
32 9702
74 10560
58 10970
89 11151
23 11210
75 11268
5 11306
68 11507
70 11726
22 11734
27 11779
16 11796
8 11878
76 11980
52 11999
62 12003
34 11997
19 12038
2 12073
48 12104
82 12129
4 12203
53 12231
31 12226
81 12222
45 12232
39 12240
