55 2975
54 3230
49 3286
72 3398
9 3498
8 3502
75 3555
61 3554
7 3554
34 3626
79 3651
67 4472
28 4743
5 4787
21 4932
33 4929
52 4947
1 4970
68 5008
69 5021
3 5021
62 5022
14 5024
24 5137
23 5172
53 5201
36 5201
11 5233
65 5296
43 5329
29 5459
15 5691
60 5832
13 6318
16 6434
45 6662
78 6720
44 7047
48 7140
31 7212
59 7477
10 7506
77 7790
40 7899
30 7933
4 8016
6 8175
17 8394
38 8476
76 8550
20 8652
70 8675
47 8680
66 8759
37 8833
35 8851
57 8853
63 8853
71 8852
46 8903
41 9014
12 9105
22 9106
19 9157
18 9294
56 9696
73 9694
0 9762
64 10273
25 10458
39 10469
26 10491
27 10494
58 10502
32 10527
2 10537
51 10582
50 10655
74 10707
42 10727
