38 3896
6 3896
4 3896
0 3899
24 3933
10 3979
43 4022
44 4126
1 4172
22 4252
56 4297
41 4337
30 4417
20 4454
12 4506
65 4499
19 4514
3 4528
2 4554
68 4640
42 4642
8 4661
16 4665
5 4662
33 4804
63 4828
47 4839
7 4939
23 5046
31 5119
69 5234
11 5377
67 7923
15 7962
45 7997
64 8008
59 8033
13 8175
48 8200
36 8207
46 8230
18 8299
54 8338
62 8335
61 8362
9 8407
66 8404
53 8404
28 8487
49 8493
14 8492
40 8562
57 8637
50 8634
60 8682
37 8686
26 8686
51 8690
29 8748
32 8754
21 8793
17 8836
39 8836
27 8836
25 9704
35 9704
55 9719
52 9727
58 9814
34 10016
