28 375
12 375
29 378
16 373
57 373
32 375
38 375
46 386
41 377
8 387
55 378
3 378
40 380
51 378
97 379
94 379
27 382
42 377
79 389
52 388
72 378
53 390
13 390
76 382
69 379
88 381
92 390
22 386
15 386
85 382
11 385
30 382
23 383
75 381
20 384
84 378
9 392
66 382
98 380
87 393
45 384
91 378
64 384
33 383
6 388
74 387
18 393
99 389
14 389
24 385
44 390
78 395
90 388
65 395
7 384
82 395
10 388
17 397
34 386
59 396
35 397
73 389
37 389
67 387
21 393
61 398
95 387
4 386
89 387
60 391
63 390
58 342
31 396
48 390
47 395
71 401
25 393
19 392
0 398
43 397
49 409
5 401
1 404
26 409
50 405
80 411
96 416
93 405
56 408
2 417
77 412
68 411
62 409
83 407
39 418
70 359
36 375
54 422
86 442
81 448
