40 6961
50 6961
18 6949
66 6947
59 6947
41 7277
72 7835
79 7846
15 7860
28 7859
5 7863
32 7935
1 8873
29 9187
2 9316
4 9647
77 10804
64 10820
9 10854
65 11311
22 11898
48 11925
38 12637
34 12681
16 12692
35 12721
74 13346
67 13400
54 13633
60 13707
73 13831
19 13878
49 14285
8 14351
20 14434
78 14554
21 14640
61 14674
58 14943
69 15305
23 15619
71 16450
63 17466
51 17472
43 18486
27 19187
46 19506
17 19583
39 19881
6 20055
76 20843
47 21159
70 21164
45 21196
68 21344
57 21423
42 21442
11 21868
37 21864
62 21887
56 22029
44 22050
3 22074
52 23209
7 23209
53 23218
33 23215
36 23711
12 23719
10 24023
55 24042
31 24269
13 24313
0 24319
25 25507
26 25958
30 27036
14 27704
24 27718
75 28235
