43 292
68 288
28 294
60 286
6 297
65 290
37 299
74 305
12 325
33 325
47 329
39 331
48 327
49 323
2 328
27 341
75 337
72 343
5 338
67 343
20 350
51 346
54 347
45 357
34 349
10 357
9 352
32 377
61 389
42 411
79 407
36 402
71 408
3 410
40 408
73 411
16 406
4 408
53 413
25 410
62 415
1 420
7 421
8 427
55 436
11 433
70 445
58 441
52 444
13 443
30 449
63 450
78 461
41 459
17 465
22 473
76 472
56 475
31 479
57 475
0 482
26 474
69 479
19 485
29 480
44 489
35 490
23 493
50 493
66 497
18 503
77 507
21 504
59 511
64 497
24 512
46 533
15 521
38 530
14 567
