51 20262
24 20281
20 20284
60 20281
28 20284
49 20312
85 21551
3 21572
67 21575
12 21574
31 21573
59 21582
74 21577
18 21588
69 21590
40 21579
48 21589
8 21589
13 21592
57 21583
84 21589
66 21587
77 21581
63 21593
46 21589
88 21582
10 21590
32 21583
58 21587
42 21608
86 21607
14 21607
87 21608
11 21604
38 21644
50 21635
30 21640
83 21645
70 21647
25 21648
52 21644
29 21639
68 21648
75 21644
39 21648
17 21636
34 21641
55 21639
64 21639
78 21648
62 21644
76 21639
65 21640
2 21645
82 21648
37 21642
4 21639
5 21651
45 21647
80 21641
0 21635
7 21648
35 21650
44 21645
81 21643
22 21678
54 21674
9 21693
89 21733
33 21742
43 21748
23 21747
72 21774
47 21790
79 22323
56 22324
73 22333
27 23013
1 23013
26 23021
71 23393
41 23411
16 23417
36 24383
6 24562
19 24568
15 35757
61 35760
53 36206
21 36239
