66 527
23 529
33 538
19 541
68 544
56 545
40 547
60 540
48 551
54 548
5 551
50 554
29 552
18 547
12 565
39 570
14 581
61 581
6 577
2 575
1 606
55 598
52 603
46 607
65 612
8 638
64 633
47 633
72 635
38 716
31 751
57 748
32 758
35 791
11 808
16 856
67 856
78 865
22 859
24 864
0 868
59 894
26 902
30 909
73 921
76 924
20 922
37 918
15 922
43 927
62 956
51 962
27 989
10 984
79 983
3 989
49 1028
71 1035
7 1066
4 1068
21 1074
69 1100
58 1119
75 1126
28 1161
9 1162
74 1182
41 1200
44 1204
42 1201
63 1205
25 1214
13 1214
70 1241
34 1240
45 1242
77 1244
36 1266
53 1305
17 1429
