19 301
57 301
59 302
79 298
88 303
32 296
29 304
89 304
42 294
7 299
26 305
43 303
35 304
12 304
6 306
33 307
38 307
8 304
23 305
56 297
69 305
18 306
48 306
67 297
74 306
13 308
61 306
70 306
31 308
77 307
47 306
11 306
10 299
82 304
27 300
4 312
0 304
75 304
76 306
64 313
62 305
71 313
86 309
81 315
83 303
3 303
36 312
80 316
51 315
30 316
5 308
54 316
25 319
1 318
73 317
78 319
2 310
45 316
58 310
84 320
39 318
41 315
63 323
24 314
66 322
37 322
21 315
50 314
68 321
22 326
28 324
44 328
17 318
65 319
9 331
15 330
55 332
40 333
46 334
60 334
16 336
20 329
87 329
52 329
34 339
53 334
72 335
49 356
14 360
85 375
