56 20903
31 20911
26 20903
40 20911
68 20911
46 20918
17 20918
20 20918
42 20910
13 20911
10 20918
65 20910
3 20909
69 20910
32 20918
58 20910
19 20909
52 20911
33 20911
16 20910
47 20920
2 20911
24 20920
30 20912
57 20913
50 20915
0 20925
39 20925
23 21051
53 21050
28 21076
64 21076
43 21084
45 21076
35 21088
12 21090
60 21084
62 21084
22 21083
59 21083
11 21083
9 21090
6 21090
48 21083
38 21083
29 21082
27 21091
36 21092
49 21085
41 21091
8 21083
5 21092
1 21091
21 21083
4 21091
34 21084
25 21091
61 21088
18 21095
15 21088
66 21087
63 21086
55 21087
14 21087
54 33934
44 33936
67 34074
37 34179
7 34292
51 41770
