53 7891
21 7885
47 7883
14 7891
29 7891
23 7885
50 8040
28 8180
40 8378
57 8390
16 8916
51 9503
11 9515
64 9955
55 10420
19 10423
41 10442
60 10582
58 10677
52 10820
30 11054
27 11162
48 11330
59 11353
66 11487
67 11743
32 11777
3 11840
63 11898
13 12073
62 12074
26 12249
46 14811
44 16359
65 16455
18 16558
15 17183
0 17183
12 17359
35 17374
17 17731
4 17941
54 18273
42 18282
1 18428
43 18462
38 18916
9 19316
34 19392
6 19486
69 19573
31 19672
8 19808
7 19903
56 19971
24 20176
36 20335
61 20656
10 21717
22 22202
49 22261
2 22345
37 22967
5 23104
68 23115
20 23355
39 25373
33 25679
45 26498
25 26535
