44 1293
33 1289
84 1288
7 1284
56 1294
55 1301
79 1306
83 1298
24 1309
29 1313
34 1316
51 1316
39 1331
6 1351
62 1355
32 1358
3 1346
10 1354
50 1379
16 1371
45 1393
22 1387
72 1407
20 1443
27 1466
35 1503
30 1533
59 1550
13 1799
0 1799
52 1835
15 1847
73 2331
82 2363
71 2372
17 2408
67 2419
19 2430
60 2434
86 2431
69 2424
76 2430
58 2430
36 2433
66 2461
8 2490
63 2496
68 2498
9 2535
49 2561
38 2566
14 2570
65 2628
41 2621
53 2633
70 2740
57 2774
12 2794
85 2822
42 2878
5 2927
54 2925
18 2926
48 2955
88 3353
47 3434
81 3434
25 3424
2 3458
87 3477
31 3478
26 3498
75 3519
74 3524
89 3551
21 3580
4 3605
64 3599
43 3577
11 3619
28 3633
80 3647
40 3678
37 3754
78 3849
61 3891
23 3886
46 3974
1 4031
77 4102
