61 316
49 322
63 317
20 320
33 323
5 317
35 318
69 321
41 321
47 316
11 322
60 323
14 317
16 322
56 320
13 317
0 317
68 323
36 320
26 320
12 321
31 320
58 321
18 321
59 319
50 322
46 321
62 322
51 319
53 319
76 324
42 324
25 324
70 324
64 322
74 322
54 320
43 322
22 319
57 320
32 325
71 314
10 326
19 323
9 316
77 322
3 319
48 322
73 319
40 319
37 322
52 324
72 326
66 324
55 322
67 319
39 324
79 319
17 321
45 319
8 321
34 324
24 321
23 326
6 316
27 326
44 322
75 320
38 326
29 322
21 323
1 325
4 323
7 320
65 327
15 322
78 322
28 337
2 345
30 342
