37 6364
17 6378
31 6378
69 6402
57 6518
53 6583
15 6736
50 6757
25 6763
51 6763
59 6763
34 6764
2 6779
22 6781
61 6833
62 6925
16 6941
24 6950
58 6949
35 6949
1 6979
10 6980
13 7011
44 7009
43 7011
66 7048
30 7189
45 7248
12 7349
27 7770
48 8832
23 9635
36 12781
32 12954
20 13034
63 13128
56 13262
40 13308
7 13336
3 13343
0 13349
5 13354
9 13367
26 13378
11 13516
67 13541
60 13555
33 13635
29 13641
46 13716
49 13789
8 13866
41 13889
19 13900
39 13907
14 13936
21 14279
65 14371
42 14482
52 14817
47 15566
68 15656
54 16203
55 17435
4 19581
38 19584
28 20401
6 20403
18 20711
64 20719
