15 583
50 609
8 732
47 758
25 780
20 841
38 878
3 880
54 884
22 887
46 886
68 887
62 889
66 885
4 903
23 910
11 913
56 917
48 922
52 920
60 925
16 934
33 966
30 968
42 970
51 985
10 985
0 995
29 1008
57 1005
64 1053
19 1071
58 1177
65 1332
18 1333
59 1365
9 1403
69 1405
21 1448
39 1447
7 1456
13 1459
27 1503
37 1506
55 1505
53 1508
35 1510
26 1518
43 1519
17 1518
31 1547
28 1545
6 1545
36 1566
67 1566
24 1569
5 1570
45 1600
1 1600
14 1601
40 1614
49 1614
61 1614
41 1618
2 1691
44 1725
32 1722
63 1767
34 1810
12 1843
