69 428
3 429
78 429
22 417
53 428
88 417
84 421
4 429
24 427
15 431
11 420
29 417
34 431
65 422
70 417
47 417
25 421
83 430
48 421
75 428
20 419
50 442
89 455
37 471
40 456
10 468
7 469
59 471
81 489
63 481
86 506
38 551
56 569
82 590
61 596
28 597
12 599
36 607
32 608
5 610
30 610
9 632
6 637
8 624
23 624
51 638
67 655
26 645
46 651
42 677
54 677
87 669
68 665
45 684
18 692
64 700
13 694
49 708
80 699
77 717
21 733
19 751
17 756
58 756
79 781
43 793
57 808
66 801
16 814
39 804
2 820
31 820
73 823
55 838
1 833
41 833
0 841
71 839
76 863
62 862
44 880
14 870
72 893
52 898
35 907
60 910
74 938
27 944
85 947
33 943
